Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Cover_Type,Soil_Type,Wilderness_Area,Hillshade
13334,2513,56,5,42,1,234,1682,6,6,4,Noon
13335,2449,106,16,192,51,603,1452,6,6,4,3pm
13336,2389,326,21,120,28,750,1524,6,11,4,9am
13337,2424,48,11,618,92,730,1266,6,6,4,Noon
13338,3076,302,21,95,9,2022,3319,1,29,1,3pm
13339,3166,119,19,192,61,1095,2200,1,29,1,9am
13340,2929,55,19,95,-1,2281,408,1,13,3,Noon
13341,2352,69,12,85,4,420,612,3,2,4,3pm
13342,2405,71,24,0,0,691,1170,4,10,4,9am
13343,2373,9,6,0,0,644,1475,4,5,4,Noon
13344,2432,333,18,361,88,895,1507,6,10,4,3pm
13345,2323,80,21,60,41,1269,883,3,3,4,9am
13346,2290,84,22,0,0,1328,824,4,17,4,Noon
13347,2336,274,31,90,55,1448,706,6,10,4,3pm
13348,2379,343,25,85,22,1485,503,6,10,4,9am
13349,2417,282,20,67,11,1218,258,6,10,4,Noon
13350,2430,321,25,234,102,722,1253,6,10,4,3pm
13351,2378,354,9,0,0,618,1445,4,5,4,9am
13352,2375,320,16,175,40,1565,598,6,10,4,Noon
13353,2432,330,15,285,83,787,1471,6,10,4,3pm
13354,2387,125,15,417,67,541,1188,6,3,4,9am
13355,3106,294,30,120,39,2084,3238,1,29,1,Noon
13356,2368,140,24,162,70,934,888,3,3,4,3pm
13357,2292,75,26,30,10,1323,837,4,3,4,9am
13358,2375,282,13,150,62,1533,636,6,10,4,Noon
13359,2411,348,18,42,8,1347,391,6,10,4,3pm
13360,2413,346,19,30,10,1318,366,6,10,4,9am
13361,2532,350,10,309,28,90,1853,3,6,4,Noon
13362,2465,113,12,134,21,513,1422,6,6,4,3pm
13363,2929,127,11,0,0,573,2367,2,10,3,9am
13364,2418,353,15,108,30,1410,458,6,10,4,Noon
13365,2340,66,15,210,-18,361,702,3,2,4,3pm
13366,2441,342,23,234,74,644,1318,6,10,4,9am
13367,2428,167,12,60,-1,451,1358,6,6,4,Noon
13368,2391,6,14,0,0,510,1351,4,11,4,3pm
13369,2392,340,14,30,8,525,1353,6,11,4,9am
13370,2455,309,15,362,106,799,1433,6,10,4,Noon
13371,2329,48,20,212,14,331,1099,6,10,4,3pm
13372,2369,117,16,190,70,841,789,3,3,4,9am
13373,2299,175,16,0,0,1140,1026,4,17,4,Noon
13374,2422,89,23,134,0,603,499,3,1,4,3pm
13375,2404,37,14,0,0,457,1320,4,6,4,9am
13376,2296,18,3,0,0,1200,977,4,17,4,Noon
13377,2359,238,24,85,31,1456,671,6,10,4,3pm
13378,2481,6,13,170,31,934,313,3,6,4,9am
13379,2434,64,7,0,0,395,1312,4,6,4,Noon
13380,2421,256,9,242,50,642,1332,6,10,4,3pm
13381,2437,260,16,295,70,691,1348,6,10,4,9am
13382,2445,277,15,323,81,716,1357,6,10,4,Noon
13383,2468,81,17,509,127,785,1445,6,6,4,3pm
13384,2998,77,13,404,29,2700,1533,1,32,3,9am
13385,2436,23,14,30,2,361,1277,6,6,4,Noon
13386,2418,6,19,108,26,469,1266,6,11,4,3pm
13387,2457,285,20,362,93,726,1338,6,10,4,9am
13388,2406,40,20,362,73,582,1318,6,10,4,Noon
13389,2398,44,22,350,68,553,1298,6,10,4,3pm
13390,2299,63,19,0,0,153,1075,4,14,4,9am
13391,2366,125,20,127,61,812,751,3,3,4,Noon
13392,2397,52,18,309,67,532,1302,6,10,4,3pm
13393,2485,113,10,67,8,492,1328,6,6,4,9am
13394,2468,89,10,0,0,404,1282,4,6,4,Noon
13395,2440,9,21,127,28,384,1201,6,11,4,3pm
13396,2455,239,20,391,82,698,1282,6,10,4,9am
13397,2303,65,10,0,0,175,1131,6,14,4,Noon
13398,3076,75,11,95,8,845,2051,1,29,1,3pm
13399,2871,129,6,0,0,983,2353,2,17,3,9am
13400,2303,353,6,0,0,957,900,4,17,4,Noon
13401,3039,76,13,90,-2,671,1895,1,29,1,3pm
13402,2894,96,9,124,0,849,2470,2,32,3,9am
13403,2368,12,22,42,18,1298,799,6,10,4,Noon
13404,2498,289,16,210,67,1283,510,6,10,4,3pm
13405,2453,325,15,150,19,256,1144,6,10,4,9am
13406,2403,115,14,242,67,589,1392,6,1,4,Noon
13407,2320,34,14,0,0,569,488,4,17,4,3pm
13408,2338,75,23,60,19,1155,895,6,10,4,9am
13409,2350,91,10,85,6,474,768,3,2,4,Noon
13410,2477,2,13,67,0,342,1198,6,11,4,3pm
13411,2455,1,15,300,57,470,1136,6,10,4,9am
13412,2399,116,13,216,58,598,1416,6,1,4,Noon
13413,2366,137,20,150,36,457,1333,6,1,4,3pm
13414,2314,46,15,95,0,216,1205,6,10,4,9am
13415,2319,229,9,0,0,616,553,4,3,4,Noon
13416,2304,135,5,0,0,808,789,4,17,4,3pm
13417,2363,45,12,120,44,1100,853,6,10,4,9am
13418,2394,260,19,30,9,1341,721,6,10,4,Noon
13419,2317,124,5,0,0,595,560,4,17,4,3pm
13420,2393,2,21,30,11,1279,785,6,10,4,9am
13421,3141,193,11,342,99,551,779,2,32,3,Noon
13422,2306,117,8,0,0,726,742,4,17,4,3pm
13423,3143,339,24,313,26,2589,2792,1,29,1,9am
13424,2856,75,7,150,-1,1103,2533,2,32,3,Noon
13425,2437,126,12,323,81,864,1224,6,2,4,3pm
13426,2330,355,6,0,0,390,1383,4,14,4,9am
13427,3068,265,9,120,14,540,875,2,23,3,Noon
13428,2832,80,7,60,-4,960,2471,2,17,3,3pm
13429,2321,100,19,30,5,516,564,6,10,4,9am
13430,2375,23,30,42,25,1065,780,6,10,4,Noon
13431,2429,269,18,42,2,1360,726,2,10,4,3pm
13432,2358,55,8,0,0,566,850,4,2,4,9am
13433,2336,72,1,0,0,457,1449,4,1,4,Noon
13434,3052,308,17,120,21,2844,2701,1,23,1,3pm
13435,2951,158,17,450,113,725,2123,5,33,3,9am
13436,2340,349,2,67,7,335,1426,6,10,4,Noon
13437,2316,152,10,0,0,564,671,4,17,4,3pm
13438,2318,319,21,30,2,618,725,6,10,4,9am
13439,2437,276,25,85,13,1209,858,6,10,4,Noon
13440,2498,104,24,175,29,914,721,3,1,4,3pm
13441,3009,247,13,339,25,3000,722,2,32,3,9am
13442,2314,25,11,30,0,497,633,4,17,4,Noon
13443,2474,289,26,120,47,1374,769,2,10,4,3pm
13444,3315,105,21,162,33,1878,2908,1,39,1,9am
13445,3162,117,15,0,0,1414,2647,1,29,1,Noon
13446,2928,219,14,360,90,832,2215,5,33,3,3pm
13447,2341,317,32,67,25,591,671,6,10,4,9am
13448,2409,334,16,212,100,787,607,6,10,4,Noon
13449,2430,357,23,192,80,916,636,6,10,4,3pm
13450,2406,295,28,42,21,1124,807,6,10,4,9am
13451,2511,48,6,541,84,421,882,6,6,4,Noon
13452,3022,7,6,342,0,1110,592,2,32,3,3pm
13453,3020,283,5,331,-19,3081,830,1,32,3,9am
13454,3075,85,14,85,18,495,577,1,31,3,Noon
13455,3093,198,13,335,39,700,1087,2,32,3,3pm
13456,2917,165,18,330,79,825,2147,5,33,3,9am
13457,2696,110,6,60,1,60,828,5,11,3,Noon
13458,2335,27,29,30,12,470,666,6,10,4,3pm
13459,2437,67,25,30,-5,824,859,3,1,4,9am
13460,2416,53,22,0,0,774,886,4,1,4,Noon
13461,2387,48,17,42,-3,703,847,3,10,4,3pm
13462,2916,192,18,300,78,899,2268,5,33,3,9am
13463,2917,187,15,301,79,912,2295,5,33,3,Noon
13464,2379,36,34,85,56,402,638,6,10,4,3pm
13465,2401,325,8,0,0,1062,743,6,10,4,9am
13466,2432,58,22,0,0,816,899,4,1,4,Noon
13467,2716,29,6,335,17,30,711,5,17,3,3pm
13468,2712,25,7,247,13,67,757,5,17,3,9am
13469,2707,40,8,162,8,127,811,5,11,3,Noon
13470,2700,52,9,108,7,124,850,5,11,3,3pm
13471,2365,292,18,30,6,560,592,6,10,4,9am
13472,3060,325,13,30,3,3102,2492,1,23,1,Noon
13473,2891,180,15,240,53,920,2215,5,33,3,3pm
13474,2720,13,8,342,21,42,738,5,17,3,9am
13475,2696,45,9,85,7,150,912,5,11,3,Noon
13476,3052,204,22,180,29,810,1033,2,13,3,3pm
13477,2716,51,6,216,21,150,841,5,11,3,9am
13478,2713,63,7,192,20,170,858,5,11,3,Noon
13479,2707,61,7,150,16,182,895,5,11,3,3pm
13480,2700,57,8,108,11,180,934,5,11,3,9am
13481,2377,29,15,0,0,537,541,6,10,4,Noon
13482,2486,40,22,30,9,942,949,3,10,4,3pm
13483,2744,34,10,511,28,60,722,5,17,3,9am
13484,2708,73,6,170,19,212,918,5,11,3,Noon
13485,2495,16,19,301,67,732,446,6,10,4,3pm
13486,3254,304,32,150,30,2899,2436,1,39,1,9am
13487,2714,62,6,234,23,216,907,5,11,3,Noon
13488,2484,346,14,67,22,1091,767,2,10,4,3pm
13489,2413,241,26,212,54,309,624,3,10,4,9am
13490,2511,56,14,210,83,743,433,6,10,4,Noon
13491,2463,254,22,201,48,552,335,6,10,4,3pm
13492,2510,266,17,300,95,607,335,6,10,4,9am
13493,3029,263,13,108,27,2911,942,2,33,3,Noon
13494,2783,47,8,537,49,210,878,5,11,3,3pm
13495,2765,9,13,644,66,210,875,5,11,3,9am
13496,2442,36,11,120,52,361,474,6,10,4,Noon
13497,2416,66,20,30,14,408,404,6,10,4,3pm
13498,2512,260,12,67,5,1020,1055,2,6,4,9am
13499,2552,36,18,218,75,875,1050,3,6,4,Noon
13500,2789,58,7,551,55,240,912,5,11,3,3pm
13501,2427,61,27,234,64,631,660,3,10,4,9am
13502,3073,106,9,30,1,3615,2292,1,23,1,Noon
13503,3049,64,24,531,39,571,1544,1,29,1,3pm
13504,2843,162,15,30,1,1146,2208,1,20,3,9am
13505,2431,276,25,212,47,258,524,3,10,4,Noon
13506,3054,58,24,552,44,573,1541,1,29,1,3pm
13507,2828,216,25,60,14,1315,2624,5,4,3,9am
13508,2843,203,27,108,34,1342,2676,5,4,3,Noon
13509,2858,158,16,218,76,902,3010,5,11,3,3pm
13510,2401,273,25,210,72,201,569,3,10,4,9am
13511,3083,0,3,330,26,3208,1379,2,32,3,Noon
13512,2866,183,23,162,69,1200,2847,5,4,3,3pm
13513,2855,168,20,180,72,960,3059,5,4,3,9am
13514,2773,146,19,60,21,361,2568,2,11,3,Noon
13515,2719,74,10,376,37,446,1158,2,11,3,3pm
13516,2454,50,17,124,46,277,390,6,6,4,9am
13517,3415,282,32,30,22,2969,2161,1,39,1,Noon
13518,2360,96,25,85,20,90,875,3,4,4,3pm
13519,2914,21,21,124,44,1290,1951,2,33,3,9am
13520,2820,178,23,95,40,932,3127,5,4,3,Noon
13521,3296,75,11,531,109,666,1140,7,39,3,3pm
13522,2436,240,23,234,23,150,421,3,10,4,9am
13523,2467,240,10,162,50,182,331,3,6,4,Noon
13524,3002,8,3,212,17,2040,1177,2,32,3,3pm
13525,3254,84,15,391,87,730,960,7,39,3,9am
13526,2959,187,10,708,252,524,1591,5,11,3,Noon
13527,2960,188,10,726,257,537,1570,5,11,3,3pm
13528,2952,187,16,703,248,564,1592,5,4,3,9am
13529,3169,312,19,212,8,3530,1951,1,24,1,Noon
13530,3220,85,17,277,61,816,842,7,39,3,3pm
13531,2897,98,13,495,65,577,1370,2,11,3,9am
13532,2721,41,16,450,59,499,1100,2,11,3,Noon
13533,2409,314,19,285,79,42,484,3,10,4,3pm
13534,3194,61,34,485,81,845,1742,1,30,1,9am
13535,2973,29,7,30,0,2007,2710,1,23,3,Noon
13536,2932,172,19,616,100,671,1560,5,4,3,3pm
13537,2930,169,18,595,98,685,1542,5,4,3,9am
13538,2432,193,25,120,72,467,1142,3,4,4,Noon
13539,2913,199,22,541,206,577,1761,5,4,3,3pm
13540,2918,181,22,595,214,618,1699,5,4,3,9am
13541,2922,181,20,616,90,685,1602,5,4,3,Noon
13542,2344,260,11,30,-1,124,760,3,10,4,3pm
13543,3168,1,10,90,15,1434,2345,1,29,1,9am
13544,2911,153,8,443,79,684,1492,5,11,3,Noon
13545,2409,195,29,67,46,531,1187,3,4,4,3pm
13546,3239,101,20,212,52,918,918,7,39,3,9am
13547,3098,358,14,201,3,1369,430,1,24,3,Noon
13548,2907,180,7,417,75,713,1518,5,11,3,3pm
13549,2841,119,5,716,15,660,1323,1,11,3,9am
13550,2390,173,32,90,31,537,1179,3,4,4,Noon
13551,3524,315,2,300,110,2912,1909,1,40,1,3pm
13552,3042,310,21,285,62,2531,1323,2,31,3,9am
13553,2863,206,26,433,160,631,1867,5,4,3,Noon
13554,2873,192,26,469,169,658,1826,5,4,3,3pm
13555,2368,142,21,30,8,467,1298,3,4,4,9am
13556,2371,287,17,95,35,201,731,3,10,4,Noon
13557,2842,201,23,404,141,698,1891,5,4,3,3pm
13558,2862,201,23,525,30,819,1723,5,4,3,9am
13559,2884,240,11,426,52,836,1657,5,4,3,Noon
13560,3490,62,17,534,56,2739,1871,1,40,1,3pm
13561,3323,93,10,319,62,992,1208,7,39,3,9am
13562,2840,200,23,497,144,819,1782,5,4,3,Noon
13563,2888,23,7,319,56,800,1477,5,11,3,3pm
13564,2356,176,19,30,1,366,977,3,4,4,9am
13565,3255,71,18,180,40,1831,2320,1,39,1,Noon
13566,2877,50,15,342,89,1509,2839,1,32,3,3pm
13567,2888,48,7,319,56,824,1500,5,11,3,9am
13568,2364,0,4,0,0,541,1358,3,16,4,Noon
13569,3315,116,14,277,54,1052,1224,7,39,3,3pm
13570,2730,88,7,0,0,488,2473,5,17,3,9am
13571,2823,225,16,443,128,872,1831,5,4,3,Noon
13572,2888,47,9,319,62,849,1524,5,11,3,3pm
13573,2356,359,16,30,10,390,942,3,17,4,9am
13574,2730,30,8,30,0,514,2431,5,17,3,Noon
13575,2811,223,16,402,116,886,1873,5,4,3,3pm
13576,2389,141,27,30,5,510,1284,3,4,4,9am
13577,2496,300,13,192,29,30,511,3,6,4,Noon
13578,3034,44,14,180,5,1687,1187,1,31,3,3pm
13579,2867,275,19,379,35,987,1801,5,4,3,9am
13580,2788,229,13,323,93,912,1956,5,4,3,Noon
13581,2949,108,12,42,-3,379,1265,1,30,1,3pm
13582,2936,92,16,60,-9,323,1209,1,30,1,9am
13583,2799,83,10,150,26,828,2694,2,11,3,Noon
13584,2759,54,6,0,0,671,2509,5,17,3,3pm
13585,3348,23,23,390,133,2059,2067,1,39,1,9am
13586,2764,37,2,0,0,726,2527,5,17,3,Noon
13587,2748,191,21,170,50,875,1984,5,4,3,3pm
13588,2681,133,9,309,73,499,153,3,4,3,9am
13589,2474,272,16,242,60,180,700,3,10,4,Noon
13590,2751,237,16,190,56,939,1926,5,4,3,3pm
13591,2805,31,10,313,17,1032,1230,1,11,3,9am
13592,2731,102,15,371,-10,721,360,6,4,3,Noon
13593,2699,143,11,430,-24,671,180,3,4,3,3pm
13594,2537,340,12,324,68,60,540,2,6,4,9am
13595,3475,36,25,750,260,2420,1806,1,40,1,Noon
13596,3077,68,18,268,1,1831,1015,1,31,3,3pm
13597,2931,53,10,350,57,1900,2554,2,32,3,9am
13598,2778,77,11,30,5,841,2567,5,17,3,Noon
13599,2835,216,20,309,151,1100,1825,5,4,3,3pm
13600,2738,91,14,335,-3,752,391,6,4,3,9am
13601,2707,82,11,379,-17,725,242,6,4,3,Noon
13602,2695,111,11,402,-27,698,182,6,4,3,3pm
13603,2685,130,11,430,-35,674,124,6,4,3,9am
13604,2436,295,20,108,22,306,828,3,10,4,Noon
13605,3339,142,8,134,13,1293,1560,1,39,3,3pm
13606,3148,27,12,162,13,1746,700,1,31,3,9am
13607,2814,205,20,256,126,1100,1806,5,4,3,Noon
13608,2826,52,13,339,38,1090,1381,2,11,3,3pm
13609,3259,285,17,150,38,3878,1392,7,29,1,9am
13610,3082,288,12,319,77,2576,1741,2,32,3,Noon
13611,2787,63,8,0,0,907,2547,5,17,3,3pm
13612,2732,52,8,0,0,760,2114,5,17,3,9am
13613,2729,39,10,0,0,765,2097,5,17,3,Noon
13614,2720,216,18,90,25,997,1861,5,4,3,3pm
13615,2806,200,25,242,123,1140,1771,5,4,3,9am
13616,2806,90,4,247,23,940,845,3,2,3,Noon
13617,2706,59,17,335,-15,765,228,2,10,3,3pm
13618,2688,52,11,376,-28,731,150,2,10,3,9am
13619,2649,141,10,376,45,573,175,6,4,3,Noon
13620,3218,353,27,339,93,4412,1544,1,38,1,3pm
13621,2918,39,9,30,9,2010,2116,1,23,3,9am
13622,2702,212,15,42,7,984,1855,1,4,3,Noon
13623,3219,30,20,108,41,4176,1405,7,38,1,3pm
13624,3094,2,7,212,33,2408,2084,2,32,3,9am
13625,3015,4,7,30,0,1980,3097,2,31,3,Noon
13626,2954,47,8,335,73,2029,2497,2,32,3,3pm
13627,2797,85,8,30,4,990,2551,5,11,3,9am
13628,2520,36,14,420,154,876,1368,3,10,4,Noon
13629,2468,23,27,134,77,569,1087,3,10,4,3pm
13630,2452,305,29,90,38,350,914,3,10,4,9am
13631,2925,349,8,0,0,2070,2135,1,23,3,Noon
13632,2919,111,6,454,138,1200,1766,2,11,3,3pm
13633,2733,63,11,228,12,872,324,2,10,3,9am
13634,3247,288,21,30,11,3985,1283,7,38,1,Noon
13635,3069,95,29,212,-43,570,1544,1,29,1,3pm
13636,3101,108,5,376,24,2620,1889,1,32,3,9am
13637,2765,203,25,170,82,1275,1642,5,4,3,Noon
13638,2739,203,26,127,58,1328,1583,5,4,3,3pm
13639,2539,19,9,488,169,987,1262,3,10,4,9am
13640,2779,39,7,0,0,972,2143,5,17,3,Noon
13641,2770,171,13,30,5,1158,949,3,2,3,3pm
13642,3313,164,7,182,17,3900,2442,7,38,1,9am
13643,3085,122,12,306,47,693,1643,1,29,1,Noon
13644,2734,135,10,30,-1,1092,711,3,11,3,3pm
13645,3067,153,1,150,-1,2343,2028,2,32,3,9am
13646,2759,135,7,0,0,1207,942,5,11,3,Noon
13647,2657,135,17,458,69,661,469,3,2,3,3pm
13648,2950,25,15,30,9,2280,2133,1,23,3,9am
13649,2901,166,9,518,113,1410,1624,2,11,3,Noon
13650,2783,42,11,60,2,1292,1120,2,11,3,3pm
13651,3306,87,5,85,4,3833,2348,7,38,1,9am
13652,3183,96,31,426,131,1031,1846,1,29,1,Noon
13653,2881,352,12,216,-2,1549,2835,2,11,3,3pm
13654,3285,57,10,0,0,3877,2148,7,38,1,9am
13655,2552,23,8,30,1,331,1226,6,17,3,Noon
13656,2541,103,8,0,0,212,1338,6,17,3,3pm
13657,3400,69,19,67,8,3654,2735,7,40,1,9am
13658,3235,36,11,30,0,3985,1848,7,38,1,Noon
13659,3202,292,4,0,0,4157,1556,7,23,1,3pm
13660,2675,91,10,0,0,1450,1414,5,10,3,9am
13661,2583,16,4,362,22,488,768,5,17,3,Noon
13662,3242,318,21,150,40,4186,1403,7,38,1,3pm
13663,2684,207,8,0,0,1146,579,5,2,3,9am
13664,2539,34,10,60,4,150,1482,6,10,3,Noon
13665,3336,42,18,0,0,3644,2423,7,37,1,3pm
13666,3330,23,17,0,0,3653,2395,7,37,1,9am
13667,3120,343,10,309,46,2030,2419,2,32,3,Noon
13668,2707,114,16,30,8,1441,1383,5,4,3,3pm
13669,2689,12,18,67,7,1542,1319,5,10,3,9am
13670,3362,108,6,541,77,1800,1909,1,38,1,Noon
13671,2732,150,23,42,15,1396,1425,5,4,3,3pm
13672,2591,19,21,153,43,350,1315,6,10,3,9am
13673,2557,37,18,95,24,216,1477,6,10,3,Noon
13674,3366,62,18,42,7,3560,2486,7,37,1,3pm
13675,2605,51,6,459,-34,743,741,5,17,3,9am
13676,2599,20,23,180,51,342,1355,6,10,3,Noon
13677,3420,217,26,430,110,3591,854,1,39,1,3pm
13678,3308,99,16,395,23,1579,2093,1,38,1,9am
13679,3104,139,9,134,23,1507,2984,1,23,3,Noon
13680,2614,61,10,395,-25,807,738,5,17,3,3pm
13681,2632,340,13,382,73,579,977,3,11,3,9am
13682,3355,217,10,297,38,3773,785,1,39,1,Noon
13683,2734,347,19,108,28,1590,1237,5,10,3,3pm
13684,2633,135,7,182,-6,990,700,5,2,3,9am
13685,3371,358,8,85,16,3510,2343,7,35,1,Noon
13686,2632,344,3,240,-7,960,742,5,17,3,3pm
13687,2644,0,8,362,91,607,1106,3,2,3,9am
13688,2867,56,21,120,2,170,859,1,29,1,Noon
13689,2763,105,8,0,0,1410,1682,5,17,3,3pm
13690,2727,355,11,67,9,1544,1282,5,10,3,9am
13691,2732,328,16,95,16,1570,1250,5,10,3,Noon
13692,2573,58,23,108,37,335,1597,6,10,3,3pm
13693,2562,58,22,85,26,331,1624,6,10,3,9am
13694,2543,61,17,42,10,331,1668,6,10,3,Noon
13695,2975,39,23,120,-3,443,1123,1,29,1,3pm
13696,2636,319,5,210,-3,1022,794,5,17,3,9am
13697,2648,344,6,488,89,702,1041,3,2,3,Noon
13698,2646,49,13,283,110,433,1456,6,2,3,3pm
13699,2569,57,23,108,33,361,1638,6,10,3,9am
13700,3110,90,4,192,41,1320,2947,2,31,3,Noon
13701,2737,348,10,124,10,1599,1231,5,10,3,3pm
13702,2623,163,13,0,0,1231,815,5,2,3,9am
13703,2576,54,23,127,43,391,1652,6,10,3,Noon
13704,2566,52,23,108,33,390,1640,6,10,3,3pm
13705,3382,0,5,150,13,3406,2279,7,35,1,9am
13706,3666,102,20,994,411,2613,1129,1,40,1,Noon
13707,3304,54,10,342,45,2503,1434,7,38,3,3pm
13708,2757,39,21,283,92,1814,1034,2,10,3,9am
13709,2518,0,14,120,9,309,1425,6,10,3,Noon
13710,2464,90,1,0,0,30,1266,6,10,3,3pm
13711,3383,15,5,190,14,3388,2242,7,35,1,9am
13712,3452,74,22,598,167,2121,1543,1,40,1,Noon
13713,2750,20,15,180,15,1633,1218,5,10,3,3pm
13714,2787,17,17,295,74,1775,1048,5,11,3,9am
13715,2650,127,5,446,102,616,1364,3,2,3,Noon
13716,3077,2,31,300,90,2689,2522,2,32,3,3pm
13717,3021,357,33,300,16,2249,3007,2,31,3,9am
13718,2768,336,19,212,35,1682,1158,5,10,3,Noon
13719,2726,216,24,330,118,1793,1429,2,4,3,3pm
13720,2623,165,29,120,0,1381,924,3,4,3,9am
13721,2600,184,25,0,0,1284,904,5,4,3,Noon
13722,2655,175,8,443,127,679,1338,3,2,3,3pm
13723,2483,86,10,90,-2,175,1254,3,10,3,9am
13724,3441,48,18,30,-1,3256,2460,7,35,1,Noon
13725,3423,36,24,90,-2,3273,2401,7,37,1,3pm
13726,2786,42,7,30,-4,1593,1698,5,17,3,9am
13727,2786,6,5,42,0,1591,1673,5,17,3,Noon
13728,2779,308,14,256,44,1733,1099,5,10,3,3pm
13729,2590,162,30,60,-20,1350,942,3,4,3,9am
13730,3472,100,35,42,19,3194,2571,7,37,1,Noon
13731,3258,90,10,150,19,2667,1605,7,38,3,3pm
13732,2802,39,16,376,86,1853,966,5,11,3,9am
13733,2605,127,17,190,42,1489,1006,3,4,3,Noon
13734,2478,6,9,120,16,153,1158,6,10,3,3pm
13735,3138,65,27,124,-14,912,1273,1,29,1,9am
13736,3357,77,16,335,37,2563,1537,7,38,3,Noon
13737,2776,0,14,295,35,1746,1126,5,10,3,3pm
13738,2800,329,21,313,65,1788,1050,5,10,3,9am
13739,2804,340,19,323,71,1800,1032,5,10,3,Noon
13740,3448,331,2,30,3,3178,2412,7,35,1,3pm
13741,3508,113,22,811,223,2383,1261,1,40,1,9am
13742,3308,99,17,212,23,2672,1601,7,38,3,Noon
13743,2832,93,4,30,-2,1718,1892,5,17,3,3pm
13744,2599,70,11,295,71,601,1506,6,2,3,9am
13745,3277,92,14,124,8,2729,1661,7,38,3,Noon
13746,2657,166,26,162,73,1836,1282,3,4,3,3pm
13747,2574,157,19,210,36,1101,1148,3,4,3,9am
13748,2597,213,25,182,69,1006,1250,3,4,3,Noon
13749,2607,228,21,258,77,853,1425,3,4,3,3pm
13750,2827,319,20,424,84,1889,977,5,10,3,9am
13751,2835,24,11,457,99,1934,900,5,11,3,Noon
13752,2970,103,18,192,42,480,785,1,29,1,3pm
13753,3370,276,5,150,10,1567,914,7,38,3,9am
13754,3373,268,7,162,9,1597,895,7,38,3,Noon
13755,2584,179,13,175,46,1215,1172,3,4,3,3pm
13756,2546,54,15,376,60,511,1158,6,2,3,9am
13757,3185,65,9,726,104,1237,2393,1,32,3,Noon
13758,2607,222,12,382,93,787,1573,3,4,3,3pm
13759,2918,2,6,661,287,702,511,2,32,3,9am
13760,3366,325,4,150,12,1485,934,7,38,3,Noon
13761,3394,294,8,319,28,1782,741,7,38,3,3pm
13762,3304,57,13,30,7,2867,1797,7,38,3,9am
13763,2585,171,25,30,10,1848,1328,3,4,3,Noon
13764,2579,167,26,0,0,1800,1304,3,4,3,3pm
13765,2602,223,23,234,90,900,1575,3,4,3,9am
13766,3421,324,14,525,52,2024,618,7,38,3,Noon
13767,2822,120,9,330,56,2093,732,2,10,3,3pm
13768,3272,65,12,127,-2,2980,1917,7,38,3,9am
13769,3209,89,14,268,44,3060,2054,1,31,3,Noon
13770,2679,96,12,30,6,2285,674,5,4,3,3pm
13771,2598,36,10,30,1,2173,1301,1,10,3,9am
13772,2560,240,13,30,11,1381,1269,3,17,3,Noon
13773,3505,92,22,902,220,2506,1113,1,40,1,3pm
13774,3395,321,6,350,35,1736,703,7,38,3,9am
13775,3423,78,7,481,74,2685,1364,7,38,3,Noon
13776,2845,349,10,582,82,2032,924,5,11,3,3pm
13777,3035,119,24,42,-2,648,793,1,29,1,9am
13778,2713,76,6,0,0,2370,524,5,31,3,Noon
13779,2707,102,8,0,0,2363,541,5,31,3,3pm
13780,2551,198,7,0,0,1431,1328,6,17,3,9am
13781,3375,60,13,124,26,2873,1579,7,38,3,Noon
13782,2870,342,12,582,104,2116,816,5,11,3,3pm
13783,2696,45,10,60,-6,2382,551,5,31,3,9am
13784,2538,0,14,42,4,1300,1443,3,10,3,Noon
13785,3481,91,18,875,196,2476,1154,1,40,1,3pm
13786,3291,80,24,300,12,1663,1742,1,39,1,9am
13787,3398,61,12,247,49,2852,1468,7,38,3,Noon
13788,2847,25,21,362,81,2230,616,2,10,3,3pm
13789,2553,124,14,319,57,895,1207,3,2,3,9am
13790,2551,172,11,319,97,708,997,3,4,3,Noon
13791,3413,319,14,484,54,1819,573,7,38,3,3pm
13792,3361,56,20,90,12,2992,1664,7,38,3,9am
13793,3306,64,12,162,-13,3085,1868,7,38,3,Noon
13794,3282,88,14,234,-22,3115,1973,7,38,3,3pm
13795,2868,12,10,696,94,2139,886,5,11,3,9am
13796,2610,42,20,212,67,1663,1415,2,10,3,Noon
13797,2549,23,23,120,29,1260,1570,3,10,3,3pm
13798,2520,33,16,30,4,1173,1641,3,10,3,9am
13799,2538,206,23,108,34,1064,1584,3,4,3,Noon
13800,3471,89,17,872,186,2468,1176,1,40,1,3pm
13801,3397,47,11,216,48,2931,1476,7,38,3,9am
13802,3350,45,9,124,1,3046,1698,7,38,3,Noon
13803,2887,332,12,607,121,2201,767,5,11,3,3pm
13804,2888,0,11,579,122,2210,741,5,11,3,9am
13805,2715,13,16,120,2,2478,443,5,31,3,Noon
13806,2570,13,24,150,40,1321,1572,3,10,3,3pm
13807,2537,163,15,277,82,757,957,3,4,3,9am
13808,3350,76,8,162,1,3086,1708,7,38,3,Noon
13809,2734,43,15,150,21,2520,379,5,31,3,3pm
13810,2650,79,16,108,27,2410,1110,2,10,3,9am
13811,2629,338,16,190,33,2250,1572,2,10,3,Noon
13812,3446,126,4,799,161,2379,1291,1,40,1,3pm
13813,3432,313,21,552,79,1813,534,7,39,3,9am
13814,2882,325,11,741,116,2226,847,5,11,3,Noon
